MS SubClass,Lot Frontage,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Cond,Foundation,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Exter Qual_Ord,Kitchen Qual_Ord,Bsmt Qual_Ord,Heating QC_Ord,Garage Qual_Ord,Gr Liv Area_Scaled,Lot Area_Scaled,price_per_sqft,total_bathrooms,qual_x_area,SalePrice_Log,house_age_group
20,79.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,PConc,TA,No,BLQ,428.0,LwQ,180.0,0.0,608.0,GasA,Y,SBrkr,1319,0,0,1.0,0.0,1,0,3,1,5,Min2,0,None,Attchd,1953.0,Unf,1.0,270.0,TA,Y,66,0,0,0,0,0,None,GdWo,None,0,11,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,3,3,-0.36201598302604765,0.061695435412411764,93.2524639878696,2.0,6595,11.719947764402807,Older
20,67.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,308.0,Unf,0.0,323.0,631.0,GasA,Y,FuseA,1112,0,0,0.0,0.0,1,0,2,1,5,Typ,0,None,Basment,1951.0,Unf,2.0,480.0,TA,Y,0,0,0,0,255,0,None,None,None,0,10,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,3,3,-0.7819749635418735,0.37088456169049333,113.30935251798562,1.0,5560,11.744045122410057,Older
20,60.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,1005.0,1005.0,GasA,Y,SBrkr,1005,0,0,0.0,0.0,1,0,2,1,5,Typ,1,TA,Detchd,1977.0,Unf,2.0,672.0,Fa,Y,0,0,0,0,0,0,None,None,None,0,11,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,2,3,3,2,-0.9990552095089911,0.03631044967529505,114.42786069651741,1.0,4020,11.652696102959753,Older
20,75.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,TA,CBlock,TA,No,BLQ,650.0,Rec,180.0,178.0,1008.0,GasA,Y,SBrkr,1363,0,0,1.0,0.0,1,0,2,1,6,Min1,2,TA,CarPort,1951.0,Unf,1.0,288.0,TA,Y,324,42,0,0,168,0,None,None,Shed,2000,6,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,4,3,3,5,3,-0.27274933982461613,0.5598757805033273,120.98312545854732,2.0,6815,12.013100572810686,Older
30,80.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,CBlock,TA,No,BLQ,700.0,Unf,0.0,93.0,793.0,GasA,Y,SBrkr,793,0,0,1.0,0.0,1,0,2,1,4,Typ,0,None,Detchd,1945.0,Unf,1.0,240.0,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,2,3,3,3,-1.4291581267522522,-0.21170086097633525,142.4968474148802,2.0,3965,11.635151947212842,Older
20,60.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,GLQ,931.0,Unf,0.0,100.0,1031.0,GasA,Y,SBrkr,1031,0,0,1.0,0.0,1,0,2,1,5,Typ,0,None,Attchd,1952.0,Unf,1.0,230.0,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,3,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,3,4,3,-0.946306738526327,-0.3200947500738236,141.12512124151309,2.0,5155,11.8879382384223,Older
20,75.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,140.0,TA,Slab,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Y,FuseA,1210,0,0,0.0,0.0,1,1,2,1,7,Typ,0,None,Attchd,1953.0,Fin,1.0,616.0,TA,Y,208,0,100,0,0,0,None,MnPrv,None,0,8,2009,ConLD,False,False,False,False,True,False,False,False,False,True,False,3,3,0,3,3,-0.5831538036841395,-0.07804891107041576,85.04132231404958,1.5,6050,11.541522639947903,Older
190,107.0,Pave,None,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Mn,BLQ,440.0,Unf,0.0,538.0,978.0,GasA,Y,SBrkr,1014,685,0,1.0,0.0,2,0,3,2,7,Typ,0,None,CarPort,1920.0,Unf,2.0,420.0,Fa,Y,0,74,0,0,0,0,None,None,None,0,8,2009,WD ,False,False,False,False,True,False,False,False,False,False,False,3,3,2,3,2,0.4089232082590431,0.059283861767385676,55.915244261330194,3.0,5097,11.461642696843066,Historic
60,78.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,CBlock,TA,Mn,ALQ,699.0,Unf,0.0,0.0,699.0,GasA,Y,FuseA,801,726,0,1.0,0.0,1,1,3,1,6,Typ,1,Gd,Attchd,1948.0,Unf,2.0,410.0,TA,Y,0,0,134,0,0,0,None,GdWo,None,0,12,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,5,3,0.05997178483526516,0.16133150443059485,99.86902423051735,2.5,10689,11.934926432385152,Older
20,60.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,390.0,Unf,0.0,810.0,1200.0,GasA,Y,SBrkr,1200,0,0,0.0,0.0,1,0,3,1,6,Typ,0,None,Attchd,1950.0,Fin,1.0,246.0,TA,Y,126,0,0,0,0,0,None,GdWo,None,0,8,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,3,3,-0.6034416771390103,-0.06954494084848165,108.25,1.0,6000,11.774527900858468,Older
20,50.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,CBlock,TA,No,ALQ,680.0,Unf,0.0,292.0,972.0,GasA,Y,SBrkr,972,0,0,1.0,0.0,1,0,2,1,5,Typ,1,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,5,3,-1.0660051919100648,-0.2726248267454154,135.80246913580248,2.0,5832,11.790564777297387,Older
20,53.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,792.0,792.0,GasA,Y,FuseA,792,0,0,0.0,0.0,1,0,2,1,4,Typ,0,None,Attchd,1958.0,Unf,1.0,366.0,TA,Y,0,90,0,0,0,0,None,None,None,0,8,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,4,2,-1.4311869140977393,-0.5937448963199418,126.13636363636364,1.0,2376,11.511934974596555,Older
50,60.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Y,SBrkr,808,704,144,0.0,0.0,2,1,3,1,8,Min2,0,None,Detchd,1916.0,Unf,1.0,180.0,Fa,N,0,0,0,140,0,0,None,MnPrv,None,0,8,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,2,5,2,0.3216853524030986,0.03326425138684104,81.52173913043478,2.5,8280,11.813037464800539,Historic
60,60.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,BrkTil,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Y,SBrkr,676,676,0,0.0,1.0,2,0,4,1,7,Typ,0,None,Detchd,1939.0,Unf,2.0,720.0,TA,Y,187,0,128,0,0,0,None,None,None,0,8,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,4,3,5,3,-0.295066000624974,0.08276497357421864,110.20710059171597,2.5,6760,11.91170829631447,Historic
70,80.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,BrkTil,TA,No,Unf,0.0,Unf,0.0,405.0,405.0,GasA,Y,SBrkr,717,322,0,0.0,0.0,1,0,2,1,6,Typ,0,None,Detchd,1940.0,Unf,1.0,281.0,TA,N,0,0,168,0,111,0,None,None,None,0,5,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,4,3,2,4,3,-0.9300764397624304,-0.2540937871573202,109.720885466795,1.0,4156,11.643962499267984,Historic
30,52.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Y,SBrkr,792,0,0,0.0,0.0,1,0,2,1,5,Typ,0,None,Detchd,1924.0,Unf,1.0,240.0,Fa,N,316,0,120,0,0,0,None,None,None,0,5,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,3,5,2,-1.4311869140977393,-0.14290754962874896,138.25757575757575,1.0,3960,11.603688960617083,Historic
30,60.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,1054.0,1054.0,GasA,Y,SBrkr,1078,0,0,0.0,0.0,1,0,3,1,6,Typ,0,None,Detchd,1987.0,Unf,1.0,264.0,TA,N,0,0,0,0,112,0,None,GdWo,None,0,12,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,5,3,5,3,-0.8509537332884342,0.010417764223436,115.95547309833024,1.0,5390,11.736077016252437,Historic
50,60.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,1313.0,1313.0,GasA,Y,SBrkr,1313,0,1064,0.0,0.0,2,0,3,1,8,Min2,1,TA,Detchd,1954.0,Unf,2.0,528.0,TA,Y,0,0,432,0,0,0,None,None,None,0,6,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,4,3,3,3,1.784441028499284,0.03326425138684104,60.11779554059739,2.0,9508,11.869907361794104,Historic
70,60.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,TA,No,Unf,0.0,Unf,0.0,560.0,560.0,GasA,Y,SBrkr,930,760,0,0.0,0.0,2,0,4,1,5,Typ,0,None,Detchd,2008.0,Unf,2.0,624.0,TA,Y,0,0,112,0,0,0,None,None,None,0,8,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,3,5,3,0.39066412214965934,-0.37416476969388224,92.60355029585799,2.0,11830,11.960817678718287,Historic
30,90.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,416.0,416.0,GasA,N,FuseA,599,0,0,1.0,0.0,1,0,2,1,4,Typ,0,None,None,0.0,None,0.0,0.0,None,N,0,81,0,0,0,0,None,None,None,0,6,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,2,4,2,4,0,-1.822742871776746,-0.6026296413279326,98.49749582637729,2.0,1198,10.985309671896763,Historic
50,90.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,TA,PConc,TA,No,ALQ,315.0,Rec,105.0,420.0,840.0,GasA,Y,SBrkr,840,534,0,0.0,0.0,1,0,2,1,6,Typ,0,None,Detchd,1967.0,Fin,1.0,338.0,TA,Y,0,0,198,0,0,0,None,None,None,0,10,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,2,3,3,5,3,-0.2504326790242582,-0.6026296413279326,76.41921397379913,1.0,5496,11.561725152903833,Historic
30,60.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,N,SBrkr,846,0,0,0.0,0.0,1,0,2,1,4,Typ,0,None,Detchd,1980.0,Fin,2.0,576.0,TA,N,0,0,0,0,0,0,None,None,None,0,6,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,4,3,3,3,-1.321632397441437,0.08276497357421864,125.29550827423168,1.0,4230,11.571203807011969,Historic
30,60.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,Y,FuseA,725,0,0,0.0,0.0,1,1,1,1,4,Typ,0,None,Detchd,1959.0,Unf,1.0,320.0,TA,Y,0,30,0,0,0,0,None,None,None,0,11,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,3,3,-1.5671156662453738,0.08276497357421864,108.27586206896552,1.5,2175,11.270866642542865,Historic
90,81.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,1248.0,1248.0,GasA,Y,SBrkr,1248,1296,0,0.0,0.0,2,2,6,2,12,Typ,0,None,Attchd,1969.0,RFn,3.0,907.0,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,3,3,2.1232485151956264,-0.060533270911805215,74.68553459119497,3.0,15264,12.154784614286667,Mid-Century
20,83.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,TA,CBlock,TA,No,Rec,384.0,Unf,0.0,996.0,1380.0,GasA,Y,SBrkr,1380,0,0,0.0,0.0,1,1,3,1,6,Typ,0,None,Attchd,1963.0,Unf,1.0,364.0,TA,Y,0,0,0,0,216,0,None,GdWo,None,0,6,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,2,3,-0.23825995495133573,-0.0006247045722097707,111.59420289855072,1.5,8280,11.944714374881176,Mid-Century
20,77.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,Fa,No,BLQ,872.0,Rec,60.0,108.0,1040.0,GasA,Y,SBrkr,1040,0,0,1.0,0.0,1,0,3,1,6,Min1,1,Po,Attchd,1967.0,RFn,2.0,480.0,TA,Y,0,0,156,0,0,0,None,MnPrv,None,0,5,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,2,3,3,4,3,-0.9280476524169432,0.17161242365412713,156.73076923076923,2.0,6240,12.001511614739405,Mid-Century
90,91.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,CBlock,TA,No,LwQ,500.0,Unf,0.0,748.0,1248.0,GasA,Y,SBrkr,1338,1296,0,1.0,1.0,2,2,6,2,12,Typ,0,None,Detchd,1969.0,Unf,4.0,968.0,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,3,3,2.305839376289464,0.1897626884561656,75.9301442672741,4.5,13170,12.206077645517674,Mid-Century
20,62.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,TA,Mn,GLQ,745.0,Unf,0.0,206.0,951.0,GasA,Y,SBrkr,951,0,0,1.0,0.0,1,0,2,1,6,Typ,0,None,Detchd,1985.0,Unf,2.0,480.0,TA,Y,0,0,42,0,0,0,None,None,Shed,450,9,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,3,4,3,-1.1086097261652934,-0.27135557745855954,150.8937960042061,2.0,5706,11.874097282798648,Older
20,90.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,TA,CBlock,TA,No,Rec,546.0,Unf,0.0,559.0,1105.0,GasA,Y,FuseA,1105,0,0,0.0,0.0,1,0,3,1,5,Typ,0,None,Detchd,1957.0,Unf,1.0,308.0,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,4,3,-0.796176474960283,0.03884894824900672,122.17194570135747,1.0,6630,11.813037464800539,Older
20,64.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,Gd,CBlock,TA,Mn,BLQ,860.0,Unf,0.0,132.0,992.0,GasA,Y,SBrkr,1306,0,0,1.0,0.0,1,0,2,1,5,Typ,0,None,Detchd,1968.0,Unf,1.0,756.0,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,3,3,-0.3883902185173797,-0.18225427752127987,117.15160796324655,2.0,6530,11.938199736300925,Older
20,73.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,CBlock,TA,No,BLQ,1270.0,Unf,0.0,208.0,1478.0,GasA,Y,FuseA,1478,0,0,1.0,0.0,2,0,3,1,6,Typ,2,Gd,Attchd,1960.0,Unf,2.0,498.0,TA,Y,0,40,0,0,0,0,None,None,None,0,12,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,5,3,-0.039438795093601806,0.9458544886361869,106.56292286874154,3.0,8868,11.967187086434018,Older
20,80.0,Pave,None,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,TA,CBlock,TA,Gd,Unf,0.0,Unf,0.0,160.0,160.0,GasA,Y,SBrkr,1142,0,0,0.0,0.0,1,0,2,1,5,Typ,1,Gd,Basment,1958.0,RFn,1.0,384.0,TA,Y,0,28,64,0,0,0,None,None,None,0,4,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,4,2,3,-0.721111343177261,-0.1456998980598318,99.38704028021016,1.0,6852,11.63956692643747,Older
40,60.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Rec,375.0,Unf,0.0,457.0,832.0,GasA,Y,SBrkr,1036,0,232,0.0,0.0,1,0,3,1,6,Typ,1,Gd,Attchd,1949.0,Unf,1.0,288.0,TA,Y,0,28,0,0,0,0,None,None,Othr,0,9,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,4,3,3,4,3,-0.4654841376458888,0.25335207772764295,104.88958990536278,1.0,6340,11.798111925972618,Older
90,60.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Slab,None,None,None,0.0,None,0.0,0.0,0.0,Wall,N,FuseA,1040,0,0,0.0,0.0,2,0,2,2,6,Typ,0,None,Detchd,1987.0,Unf,2.0,400.0,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,0,2,3,-0.9280476524169432,-0.2035776655404579,89.32692307692308,2.0,3120,11.439289689006644,Older
50,60.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Av,Rec,621.0,Unf,0.0,174.0,795.0,GasA,N,SBrkr,765,368,0,0.0,0.0,1,0,3,1,5,Typ,0,None,Detchd,1989.0,Unf,2.0,900.0,TA,Y,0,0,0,0,231,0,None,None,None,0,12,2009,COD,False,False,False,False,True,False,False,False,False,False,False,3,3,3,4,3,-0.7393704292866448,-0.264501631309538,113.41571050308914,1.0,6798,11.763691965388299,Older
90,60.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,Slab,None,None,None,0.0,None,0.0,0.0,0.0,Wall,N,FuseF,1040,0,0,0.0,0.0,2,0,2,2,6,Typ,0,None,Detchd,1956.0,Unf,2.0,420.0,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,0,2,3,-0.9280476524169432,-0.37416476969388224,86.53846153846153,2.0,4160,11.407576060361786,Older
50,60.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,180.0,BLQ,352.0,676.0,1208.0,GasA,Y,FuseA,1136,768,0,1.0,0.0,1,1,3,1,7,Min1,0,None,Attchd,1950.0,Unf,1.0,240.0,TA,Y,0,0,168,0,0,0,None,GdPrv,None,0,5,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,4,3,0.8248246140838946,-0.37416476969388224,72.47899159663865,2.5,9520,11.835016210489899,Older
20,71.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,1041.0,1041.0,GasA,Y,SBrkr,1041,0,0,0.0,0.0,1,0,3,1,6,Typ,0,None,Attchd,1958.0,RFn,1.0,294.0,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,3,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,4,3,-0.9260188650714561,-0.3551260303910447,122.95869356388089,1.0,5205,11.759793355371237,Older
20,70.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,CBlock,TA,No,LwQ,504.0,Unf,0.0,525.0,1029.0,GasA,Y,SBrkr,1339,0,0,0.0,0.0,1,0,3,1,6,Min1,0,None,Attchd,1958.0,Unf,1.0,294.0,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2009,COD,False,False,False,False,True,False,False,False,False,False,False,3,3,3,3,3,-0.32144023611630607,-0.3284717953670721,103.80881254667662,1.0,6695,11.842236406331555,Older
20,60.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,CBlock,Gd,No,ALQ,630.0,BLQ,102.0,0.0,732.0,GasA,Y,SBrkr,732,0,0,1.0,0.0,1,0,2,1,4,Typ,0,None,Detchd,1952.0,Unf,1.0,240.0,TA,Y,0,68,0,0,0,0,None,None,None,0,9,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,3,3,3,-1.5529141548269643,-0.37416476969388224,162.43169398907105,2.0,3660,11.686046493072437,Older
80,80.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,CBlock,TA,Av,GLQ,433.0,Rec,95.0,0.0,528.0,GasA,Y,SBrkr,1183,0,0,1.0,0.0,1,0,3,1,6,Typ,0,None,Attchd,1959.0,RFn,1.0,288.0,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,7,2009,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,4,3,3,-0.6379310620122907,-0.2726248267454154,116.65257819103972,2.0,5915,11.835016210489899,Older
